text,target
"Dear @anineBB .If u get this message i wil be in the hospital. If any1 asks y, tell them BIOLOGY IS THE DEVILL!  im studying yeah nd u?*",positive
"@swiftor it was nice playing some games of fat princess and littlebigplanet with you yesterday, i always feel left out when you play 360 ",negative
@veence They're even more irritating if you steal them and set them up to use the Dalek voice without the owner knowing. ,positive
css3 is cool  i miss webdev'ing,positive
And to make it worse. . . . he is snoring! ,negative
My son turns 14 tomorrow. What he wants (XBox and aggressive skates) he's not getting. Any other ideas? ,negative
haven't tweeted much today... going to bed a lot earlier tonight  really tired! goodnite loves &lt;3,positive
low battery ,negative
@derrickhoh Can show us the pic of ur new shoe? Hehe. Thanks. ,positive
"don't wanna go to the country side  wanna stay out here, in Moscow, and have some fun)",negative
Getting dressed for work. So. Freaking. Tired! ,negative
Scared right now! ,negative
"lyin in bed, up faaaaar too early ",negative
BROTHER: wat do u want 4 dinner? ME: wat? BROTHER: *gets on phone* lizzy wants nothen. ME: huh? ,negative
awh yeah..tomorrow my classmates including me will be perform on stage ! coir !coir! awh..i hope i'll do the best ! ,positive
@naughtydred Thanks! I'll look at this soon when I'm not at a blocked computer ,negative
its going to be too hot for clothes today ,negative
@gemmab45 My Cake: http://www.twitpic.com/6c09d   Thought I'd decorate it with little mini Autumn leaves... lol.  ,positive
@Beef513 i hate Gucci ,negative
@pixel_jockey haha since I started work I haven't been able to fit in Twitter as much. I'm 3 hrs ahead of you though - time to sleep? ,positive
@greeneash good morning Ashâ¥ ,positive
at home bored off head and got bad back ,negative
"Rise and shine beautiful, time for another wonderful day of your life! ",positive
"@YamiOwnsYou That is horrible   Not as bad as being stuck their for six months on end, but still",negative
"@ktcronier hahaha thanks, Katie! ",positive
@EmVicW really? i interpret it as 'yes i can do that &amp; not bother u further' (hav said to bosses in the past) ,positive
"@MelanieLakin Google search: European minks, so cute but endangered ",negative
"Doh, pulling twitkwik from the app store for now - need to write some serious code to handle the Twitter authentication changes ",negative
I'm ready to chill and watch the movie awards tonight. I need a pick me up- but we have no coffee. ,negative
http://twitpic.com/84jq0 - can't stress enough about how much i miss these girls ,negative
i'm sick again ,negative
MOODY. Simply muooooooody. Got replacement cwk to do over the summer  No shuda this shuda tht pleaaaaase.,negative
#inaperfectworld Guns N roses wouldn't have broken up ,negative
In fairness. He smells good. ,positive
"Tshirt and tote bag...understated but comfy, guess it's ok for slow sunday  ",positive
"damn dont have enough money for pit ticket for the BLINK 182 show, damn fuck the lawn seats shit why cant i be rich ",negative
http://twitpic.com/4eol2 - We love it ,positive
"@Lozzykinz Unfortunately not, I had to model infinite languages in Linear Temporal Logic with Buchi finite state automata ",negative
@ExMi yay! well done cookie ,positive
@dethbylolcaust  so guess what...mom is missing. meeting ends at 2pm? i called it ending at 5. someone should pay me.,negative
"I would rather be at the Riverside watching the #cricket, than at home studying  http://ff.im/-2YgKA",negative
"@stutterdude It's tough to type w/o fingers, and speech recognition don't work too well w/ our people ",negative
has now got tonsilitis! wont be moving from the couch for a few days or eating either ,negative
what a awesome weekend just a pitty we lost another friend... May you RIP my friend you will be missed ,negative
"@escapetheday  I really have nothing else to say besides smileys. I'm not that interesting, haha. ",negative
Just watched the MotoGP qualifying...simply gripping! Great results - looking forward to the races tomorrow ,positive
I'M SO HAPPY.... I'M EXCATLY WHAT THEY NOT...  I'M SOMETHING ELSE!! ,positive
"#flyinglushes #flyinghussies DD19 says its time 4 her to have computer now,  guess I'll have to be gracious and let her have it",negative
I just cant sleep! Something about needing to sleep makes me nocturnal! ,negative
"From #ASUS f3sv 2.2 core 2 duo to #acre netbook , ",negative
"fun fact i've learned: don't piss off a musician, write a song about your break up... they'll only come back with something worse. ",positive
"@KayluvsChrisM Pleasseee, I need it ",negative
I guess i need to buy a new suitecase..there is too many things to bring from Finland to Italy. Or I need to return soon ,positive
@AlanG123 no worries... happy to help. ,positive
exam not too bad today just have to revise the hell out of physics for friday aka: my birthday ,negative
OMG..SHE SLEEP NOW AIN'T THIS A &quot;B***H&quot; ,negative
@ChiNurse always have someone take your photo from above you instead of at your level or under you. It helps. ,positive
"nice day today, brill. But got work... ",negative
http://twitpic.com/5djyw - Lunch. I've got 2. ,positive
The ultimate sunbathing pose from the cat   http://yfrog.com/5ebkoj,positive
Right - I should not be here but on my way to pick up some fresh fish from the marketï¿½weather still poo here  Have a great Sunday Twitters,negative
Off of work. I hit my shin ,negative
@twisted_utopia That sucks...Ty lives like an hour and a half away...we've seen each other 4 times in 2009 ,negative
"@PeaceloveRachie rach, 2 things. 1: if it says he tweeted by text, he can't reply to people. and 2: he rarely replies to people.   ",negative
@mitchelmusso June 2nd  Can't wait...Think I'll hit Wal-Mart at 12:01am,positive
@KingCho Happy birthday! ,positive
@deejsylvis i would if i could!!! i'm all alone at the apartment again tonight ,negative
Another rubbishy day ,negative
"My first, what seemed to be 'real', chance is now gone because... well... I don't know why. I just know I feel like crying. ",negative
@tommcfly were you given packed lunches? now thats cute ,positive
too early  today and tomorrow and then im done. its gonna be the longest two days of my life,negative
"@pastorjpruitt BTW watched you online Monday nite. You said &quot;hi&quot; to Milwaukee, I guess that means us to.  ",negative
yay long weekend - work til 1 then done until wed ,positive
Katies art show today.  Hmm. Today will be cahy000t.,positive
@jon8737 sounds like my night! hope you rested well anyway ,positive
"@staaceeyy sorry :'( ily?   i cant help it stacey, ive listened to what every fuckhead has said to me and ive just grown to believe it",negative
Swine Flu invading...!? naw i wanna see u pls doo nawt suspend our classes i so wanna see u ,negative
I'm going to a friends house to hang out and relax. ,positive
Yay cant wait 4 the Bay next wknd... @MannyS7 @HeidiOrtiz @MiizGemiinii @ohellno @J_Espinosa @JoeyBoy1 @JScratch @HoodratMiguel N My Fam ,positive
@delamarRX931 you cried? or almost cried? ,positive
@Nemone1 going to imax @130am ,positive
"No idea how to express my happyness, now I have to get back to studing... Ugh. But I'm happy none the less ",positive
hand hurts really bad!!!! ,negative
watching thank god you're here wishing my head would get better. please get better! i hate feeling like this ,negative
church. then grad party. ,positive
A rainy day &amp; a snotty nose. No fun ,negative
i feel sick  &amp; i just turned on my laptop ill be fixing my myspace page!,negative
is in front of a campfire with friends ,positive
Dreads the hot weather.  Craves for ice-cream. Demotivated to gym. Meeting the boy later. Borders. Wanna do something crazy this weekend.,negative
@BT Aaaaaaaah that sounds Mental ,positive
poor nuggets! i feel really bad for them. i don't like kobe very much. the nuggets did well though. best in their history bye bye nuggets ,negative
"come on apple, approve twiteriffic fix for ipod already, i want twitter on the go again ",negative
"@mjollnir just yell out kia ora next time, and they will come running ",positive
94% of all text messages are &quot;seen&quot; by subscribers....we can see where I am going with this ,positive
is 19 today ,positive
"Back from Soccer Jamboree, only 83 Degrees out today, that's much better than the 90 degrees it was earlier in the week. ",positive
Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note ,negative
@enielsen1981 I love the &quot;grueling initiations&quot; see the last two sentences  ha,positive
@pedroaugusto that was uncalled for ,negative
"@moefugger Cruelly forced, indeed, my friend   Seriously, though, you are incredibly intelligent, I enjoy our political discussions.",positive
loves twitter it makes her feel important with all the celebrities that i'm following ,positive
"Okay, apparently I DIDN'T miss the deadline for JB m&amp;g's, but it would be kinda lame to win, I would feel really bad about it. ",negative
@iamroccett Yeah. We see you struggling LOL! Look after my lovely @HipHopNonStopTV  xx,positive
Why was it not anybody else than Rahul Gandhi ,negative
@JeepGirlYJ94 I broke my arm ,negative
"@b50 just turn email notifications on, and delete the spam when you see it. captchas irritate your genuine readers for no fault of theirs ",positive
going to the mall to look for a dress. then alexis's sweet 16 party later ! no cell.  ,negative
off to glasgow today ,positive
"I've never spent a night alone in this apartment, now I have to spend three ",negative
@PriscillaCruz speking of which....no one wants to be next to me right now  fiddle sticks,negative
Checked out the new arcade in Temecula. It sucks. No House of the Dead 3 or Street Fighter ,negative
@Retrochick_uk oh probably PMT ;) and thoughtless men a bit too ,negative
"Have no clue what to do anymore. Was going to go to the beach with CassieNicole_x but now its raining, how sad is that ",negative
@rihk I do that! ,positive
happy father's day to all the wonderful daddies out there...now off to find a vanity for the bathroom since this one is too big ,negative
@Eminem hope you rip saschas ass in your next song he was well out of order for doing that to you ,negative
"Just deleted my first blog, I didn't get around to posting anything and don't want unfinished material hangin' around on the web. ",negative
@AlexxEnglish apparently i talked to someone and told them about a bike and i dont use the phone i'm to quiet  ESOTSM;,negative
crazy ass nightmare.  being choked + bugs are not a good combo. my sleep schedule is so fucked.,negative
"@galleysmith great, can't wait to hear what you think. I am told it's a fast read ",positive
I want to go back to UNCG badly. I miss having things to do. ,negative
Movie time.. Tomorrows the big day the campers will arrive and camp will begin. Im a bit worried so please pray!! Miss and love yall ,positive
